id;nombre_original;latitud;longitud;nombre_normalizado;tipo;pais;region;estado;municipio;parroquia_sector;direccion_referencial;telefono
237;Colegio Nuestra Señora de La Coromoto;10,4905917;-66,8342932;;ESCUELA;VENEZUELA;;;;;;
238;Colegio Juan Pablo Monet;10,4994419;-66,8279117;;ESCUELA;VENEZUELA;;;;;;
239;U.E. Ricardo Zuloaga;10,4991713;-66,831204;;ESCUELA;VENEZUELA;;;;;;
240;Colegio Eugenia Ravasco;10,5035974;-66,8273974;;ESCUELA;VENEZUELA;;;;;;
241;Liceo Esteban Gil Borges;10,4965454;-66,8288126;;ESCUELA;VENEZUELA;;;;;;
242;Colegio María Inmaculada;10,4957707;-66,8289645;;ESCUELA;VENEZUELA;;;;;;
243;U.E.N. Luis Beltrán Prieto Figueroa;10,4934527;-66,8267617;;ESCUELA;VENEZUELA;;;;;;
244;Escuela Juan Bautista Plaza;10,4973785;-66,8263254;;ESCUELA;VENEZUELA;;;;;;
245;Colegio San Agustín;10,487221;-66,8180538;;ESCUELA;VENEZUELA;;;;;;
246;U.E.E. Lino de Clemente;10,4786049;-66,8188417;;ESCUELA;VENEZUELA;;;;;;
247;Liceo Felife Fermín Paúl;10,4656395;-66,9822009;;ESCUELA;VENEZUELA;;;;;;
248;ETI Leonardo Infante;10,4819654;-66,8160904;;ESCUELA;VENEZUELA;;;;;;
249;Liceo Mariano Picón Salas;10,4803835;-66,8111996;;ESCUELA;VENEZUELA;;;;;;
250;Colegio Juan Pablo II;10,4751894;-66,8201593;;ESCUELA;VENEZUELA;;;;;;
251;Colegio Madre del Divino Pastor;10,4959029;-66,8061488;;ESCUELA;VENEZUELA;;;;;;
252;Colegio Bolívar y Garibaldi;10,5001801;-66,8053817;;ESCUELA;VENEZUELA;;;;;;
253;Liceo Antonio Arráiz;10,4994197;-66,9182024;;ESCUELA;VENEZUELA;;;;;;
254;Liceo Rafael Urdaneta;10,5131393;-66,9061451;;ESCUELA;VENEZUELA;;;;;;
255;Liceo Santos MIchelena;10,5125458;-66,9057701;;ESCUELA;VENEZUELA;;;;;;
256;Colegio Refugio de Mi Infancia;10,4623741;-66,9819272;;ESCUELA;VENEZUELA;;;;;;
257;Liceo Simón Bolívar;10,5131916;-66,9156626;;ESCUELA;VENEZUELA;;;;;;
258;Colegio San Luis;10,4693555;-66,8394035;;ESCUELA;VENEZUELA;;;;;;
259;U.E. Colegio El Ángel;10,4776613;-66,8403294;;ESCUELA;VENEZUELA;;;;;;
260;Colegio Valle Abierto;10,4697788;-66,84295;;ESCUELA;VENEZUELA;;;;;;
261;Escuela Municipal Simón Bolívar;10,4780972;-66,800709;;ESCUELA;VENEZUELA;;;;;;
262;Colegio Caminito;10,4806489;-66,7948414;;ESCUELA;VENEZUELA;;;;;;
263;Colegio Cynthia Rosenberg;10,4833944;-66,8082712;;ESCUELA;VENEZUELA;;;;;;
264;Unidad Educativa Creación UD-4;10,4277279;-66,9763451;;ESCUELA;VENEZUELA;;;;;;
265;U.E. Rafael Seijas;10,4322657;-66,9750878;;ESCUELA;VENEZUELA;;;;;;
266;Colegio San Agustín;10,430497;-66,9751723;;ESCUELA;VENEZUELA;;;;;;
267;U.E. Ramón Díaz Sánchez;10,4333397;-66,9703006;;ESCUELA;VENEZUELA;;;;;;
268;Colegio Bolívar y Palacios;10,4331639;-66,9663142;;ESCUELA;VENEZUELA;;;;;;
269;Escuela Berta Machado de Aza;10,4282263;-66,9781701;;ESCUELA;VENEZUELA;;;;;;
270;Colegio Nuestra Señora del Rosario;10,4333528;-66,9639372;;ESCUELA;VENEZUELA;;;;;;
271;Liceo Benito Juarez;10,4351066;-66,9754579;;ESCUELA;VENEZUELA;;;;;;
272;E.B. José Agustín Marquiegi;10,4369662;-66,973672;;ESCUELA;VENEZUELA;;;;;;
273;U.E. Mireya Vanegas;10,4342255;-66,9718386;;ESCUELA;VENEZUELA;;;;;;
274;Escuela Guayana Esequiba;10,4403057;-66,9909413;;ESCUELA;VENEZUELA;;;;;;
275;Escuela Núñez Ponte;10,4347808;-66,9983443;;ESCUELA;VENEZUELA;;;;;;
276;U.E. Fayol y Taylor;10,4343456;-66,9767122;;ESCUELA;VENEZUELA;;;;;;
277;Colegio María Taberoa;10,4320976;-66,9659578;;ESCUELA;VENEZUELA;;;;;;
278;Colegio Los Pinos;10,4292153;-66,9766854;;ESCUELA;VENEZUELA;;;;;;
279;Escuela Menca de Leoni;10,4324117;-66,9821582;;ESCUELA;VENEZUELA;;;;;;
280;Colegio Yale;10,4699919;-66,8236705;;ESCUELA;VENEZUELA;;;;;;
281;Escuela Especial Caricuao;10,4318735;-66,9758724;;ESCUELA;VENEZUELA;;;;;;
282;Escuela Martínez Centeno;10,5056301;-66,8379681;;ESCUELA;VENEZUELA;;;;;;
283;Colegio Santa Gema;10,5019015;-66,8398955;;ESCUELA;VENEZUELA;;;;;;
284;E.B. Andrés Bello;10,4632259;-66,9821481;;ESCUELA;VENEZUELA;;;;;;
285;Unidad Educativa Maestro Aristóbulo;10,5108592;-66,915582;;ESCUELA;VENEZUELA;;;;;;
286;Institutos Educacionales Asociados;10,4367306;-66,8798897;;ESCUELA;VENEZUELA;;;;;;
287;U.E. Fundación Delfino;10,4715628;-66,9473711;;ESCUELA;VENEZUELA;;;;;;
288;U.E. Juan Antonio Mandarino;10,4711312;-66,9526117;;ESCUELA;VENEZUELA;;;;;;
289;U.E. María Antonia Bolívar;10,471028;-66,9488528;;ESCUELA;VENEZUELA;;;;;;
290;U.E. Pedro Fontes;10,472453;-66,9490737;;ESCUELA;VENEZUELA;;;;;;
291;S/N;10,5171452;-66,938738;;ESCUELA;VENEZUELA;;;;;;
292;Liceo Básico Luis Espelozin;10,5170863;-66,9337969;;ESCUELA;VENEZUELA;;;;;;
293;U.E. Agustín Aveledo;10,5180687;-66,9339242;;ESCUELA;VENEZUELA;;;;;;
294;Colegio La Concepción;10,4777532;-66,9485375;;ESCUELA;VENEZUELA;;;;;;
295;U.E. Instituto Humanitas;10,4762422;-66,9478678;;ESCUELA;VENEZUELA;;;;;;
296;U.E. Francisco Salias (Primaria);10,4768154;-66,9492003;;ESCUELA;VENEZUELA;;;;;;
297;U.E. Francisco Salias (Secundaria);10,4766105;-66,9499907;;ESCUELA;VENEZUELA;;;;;;
298;Colegio Mariano Picón Salas;10,4779948;-66,9520054;;ESCUELA;VENEZUELA;;;;;;
299;Colegio Juan Germán Roscio;10,4744952;-66,9507971;;ESCUELA;VENEZUELA;;;;;;
300;Colegio Venezuela;10,4602688;-66,9864905;;ESCUELA;VENEZUELA;;;;;;
301;Escuela Mercedes Limardo;10,4597804;-66,9862695;;ESCUELA;VENEZUELA;;;;;;
302;Colegio Josefa de Delfino;10,4670395;-66,9477282;;ESCUELA;VENEZUELA;;;;;;
303;Escuela Amanda Schnell;10,4698463;-66,9459911;;ESCUELA;VENEZUELA;;;;;;
304;Complejo Educativo Vargas;10,4807257;-66,939633;;ESCUELA;VENEZUELA;;;;;;
305;E.B.N Vicente Emilio Sojo;10,4587736;-66,9453465;;ESCUELA;VENEZUELA;;;;;;
306;Escuela Caricuao;10,4327007;-66,997291;;ESCUELA;VENEZUELA;;;;;;
307;Colegio Schonthal;10,5034997;-66,8444549;;ESCUELA;VENEZUELA;;;;;;
308;Escuela Soublette;10,4923188;-66,8506324;;ESCUELA;VENEZUELA;;;;;;
309;Colegio Católico Manuel Muñoz Tébar;10,4878054;-66,8131083;;ESCUELA;VENEZUELA;;;;;;
310;Colegio San Judas Tadeo;10,4676974;-66,8083073;;ESCUELA;VENEZUELA;;;;;;
311;U.E.N. Juan Bautista Castro El Llanito;10,4685611;-66,8072547;;ESCUELA;VENEZUELA;;;;;;
312;Escuela Técnica Manuel Palacio Fajardo;10,5076342;-66,9353465;;ESCUELA;VENEZUELA;;;;;;
313;U.E.M. Socorro González;10,4740423;-66,8094048;;ESCUELA;VENEZUELA;;;;;;
314;Colegio San Antonio;10,4679243;-66,8169178;;ESCUELA;VENEZUELA;;;;;;
315;Colegio Nuestra Señora de La Consolación;10,4595055;-66,8883395;;ESCUELA;VENEZUELA;;;;;;
316;Colegio Cubagua;10,4650735;-66,887249;;ESCUELA;VENEZUELA;;;;;;
317;Liceo Instuto Didactico Antonio Jose de Sucre;10,4631794;-66,8834854;;ESCUELA;VENEZUELA;;;;;;
318;Colegio Las Cumbres;10,4574311;-66,8858771;;ESCUELA;VENEZUELA;;;;;;
319;Liceo Las Cumbres;10,4644415;-66,8890216;;ESCUELA;VENEZUELA;;;;;;
320;Colegio Don Eloy;10,4644162;-66,8896419;;ESCUELA;VENEZUELA;;;;;;
321;Colegio Nuestra Señora de La Consolación;10,5004623;-66,8821439;;ESCUELA;VENEZUELA;;;;;;
322;U.E. Colegio San José de Tarbes;10,5052637;-66,8786157;;ESCUELA;VENEZUELA;;;;;;
323;Colegio Agustiniano Cristo Rey;10,4795151;-66,8873101;;ESCUELA;VENEZUELA;;;;;;
324;Liceo Elba H. Yánez;10,4528275;-66,9532938;;ESCUELA;VENEZUELA;;;;;;
325;Instituto Cumbres de Caracas;10,466362;-66,8370799;;ESCUELA;VENEZUELA;;;;;;
326;Colegio Monseñor Castro;10,4992899;-66,9171511;;ESCUELA;VENEZUELA;;;;;;
327;Colegio Nuestra Señora de Lourdes;10,4953238;-66,916434;;ESCUELA;VENEZUELA;;;;;;
328;Liceo Bicentenario;10,4986365;-66,9040172;;ESCUELA;VENEZUELA;;;;;;
329;Colegio El Placer;10,4521368;-66,8546877;;ESCUELA;VENEZUELA;;;;;;
330;Colegio Henry Clay;10,4520356;-66,8513735;;ESCUELA;VENEZUELA;;;;;;
331;Colegio Internacional Caracas;10,4515612;-66,859172;;ESCUELA;VENEZUELA;;;;;;
332;Escuela San Nicolás de Bari;10,4741513;-66,783254;;ESCUELA;VENEZUELA;;;;;;
333;Colegio Fe y Alegría Monterrey;10,4202646;-66,8721373;;ESCUELA;VENEZUELA;;;;;;
334;Colegio Kavak;10,4163575;-66,8364995;;ESCUELA;VENEZUELA;;;;;;
335;Liceo Parroquial Nuestra Señora del Rosario;10,4337556;-66,8664867;;ESCUELA;VENEZUELA;;;;;;
336;CEIN Lino de Clemente;10,4380022;-66,860877;;ESCUELA;VENEZUELA;;;;;;
337;Escuela Municipal Miguel José Sanz;10,4339987;-66,8748079;;ESCUELA;VENEZUELA;;;;;;
338;U.E.N. Nicolas de Castro;10,4868856;-66,8311823;;ESCUELA;VENEZUELA;;;;;;
339;U.E. Virginia de Ruiz;10,4945635;-66,9461603;;ESCUELA;VENEZUELA;;;;;;
340;Escuela Técnica Popular Don Bosco;10,4914153;-66,8256818;;ESCUELA;VENEZUELA;;;;;;
341;Escuela Técnica San José Obrero;10,4655727;-66,9872498;;ESCUELA;VENEZUELA;;;;;;
342;U.E. Amalia Pellín;10,5096025;-66,9258882;;ESCUELA;VENEZUELA;;;;;;
343;Colegio Fe y Alegria La Rinconada;10,4387928;-66,9260525;;ESCUELA;VENEZUELA;;;;;;
344;U.E.N República de Venezuela;10,4421552;-66,925054;;ESCUELA;VENEZUELA;;;;;;
345;U.E.N Gladys Vanegas;10,4418687;-66,9281211;;ESCUELA;VENEZUELA;;;;;;
346;U.E.N Guillermo Delgado Palacios;10,4594827;-66,9196596;;ESCUELA;VENEZUELA;;;;;;
347;Liceo Militar Generalísimo;10,4343196;-66,9231185;;ESCUELA;VENEZUELA;;;;;;
348;U.E.N.B. Santiago Key Ayala;10,4804219;-66,9109008;;ESCUELA;VENEZUELA;;;;;;
349;Colegio Guaicaipuro;10,4836364;-66,9160931;;ESCUELA;VENEZUELA;;;;;;
350;Liceo Urbaneja Archelpol;10,4784331;-66,8966516;;ESCUELA;VENEZUELA;;;;;;
351;U.E. Josefa Irausquín López;10,4669677;-66,8427732;;ESCUELA;VENEZUELA;;;;;;
352;Escuela Abigail González;10,4680388;-66,90578;;ESCUELA;VENEZUELA;;;;;;
353;Escuela Tomás Aguerrevere;10,4845461;-66,909114;;ESCUELA;VENEZUELA;;;;;;
354;U.E.P. Colegio Agustiniano San Judas Tadeo;10,5206638;-66,9204372;;ESCUELA;VENEZUELA;;;;;;
355;S/N;10,4436376;-66,9334176;;ESCUELA;VENEZUELA;;;;;;
356;Colegio Caniguá;10,4151033;-66,8086484;;ESCUELA;VENEZUELA;;;;;;
357;Escuela Municipal Juan Manuel Cajigal;10,4228517;-66,8242044;;ESCUELA;VENEZUELA;;;;;;
358;Colegio St, George;10,50815;-66,8585334;;ESCUELA;VENEZUELA;;;;;;
359;Villa Loyola;10,5010318;-66,8580161;;ESCUELA;VENEZUELA;;;;;;
360;U.E.N. Antonio Ortega Ordóñez;10,4834491;-66,7911218;;ESCUELA;VENEZUELA;;;;;;
361;Colegio Luz de Caracas;10,4880236;-66,9354436;;ESCUELA;VENEZUELA;;;;;;
362;Colegio Santa Elena;10,4890628;-66,935423;;ESCUELA;VENEZUELA;;;;;;
363;Escuela Juan Landaeta;10,4937829;-66,9008381;;ESCUELA;VENEZUELA;;;;;;
364;U.E.N. Básica Conopoima;10,4231269;-66,821613;;ESCUELA;VENEZUELA;;;;;;
365;U.E.M. Juan de Dios Guanche;10,5049772;-66,859074;;ESCUELA;VENEZUELA;;;;;;
366;Colegio Los Arcos;10,4351918;-66,8508817;;ESCUELA;VENEZUELA;;;;;;
367;U.E. Instituto Santa Fe;10,4646729;-66,8678162;;ESCUELA;VENEZUELA;;;;;;
368;Colegio Jardín Franciscano;10,4992859;-66,8695904;;ESCUELA;VENEZUELA;;;;;;
369;Colegio Simón Bolívar;10,4404805;-66,8855931;;ESCUELA;VENEZUELA;;;;;;
370;U.E. Instituto Escuela;10,4542808;-66,882205;;ESCUELA;VENEZUELA;;;;;;
371;Escuela Campo Alegre;10,4826808;-66,8696379;;ESCUELA;VENEZUELA;;;;;;
372;Colegio Mater Salvatoris;10,4850395;-66,866207;;ESCUELA;VENEZUELA;;;;;;
373;Liceo Lino Gallardo;10,5209892;-66,9185964;;ESCUELA;VENEZUELA;;;;;;
374;Colegio El Carmelo;10,4873362;-66,8986641;;ESCUELA;VENEZUELA;;;;;;
375;Instituto Jean Piaget;10,410124;-66,8539516;;ESCUELA;VENEZUELA;;;;;;
376;U.E. Victor Manuel Turmero Morales;10,4961323;-66,9157771;;ESCUELA;VENEZUELA;;;;;;
377;Escuela Municipal Anzoátegui;10,5132385;-66,9098664;;ESCUELA;VENEZUELA;;;;;;
378;E.B. José Antonio Villavicencio;10,4632104;-66,9825411;;ESCUELA;VENEZUELA;;;;;;
379;E.B. Luis Enrique Marmol;10,5076193;-66,9317373;;ESCUELA;VENEZUELA;;;;;;
380;U.E.N. Armando Zuluaga;10,5115904;-66,9111237;;ESCUELA;VENEZUELA;;;;;;
381;U.E. Teresa Carreño;10,4975695;-66,9165421;;ESCUELA;VENEZUELA;;;;;;
382;U.E. Patronato San José de Tarbes;10,5017371;-66,8997571;;ESCUELA;VENEZUELA;;;;;;
383;Colegio San Martín;10,4940711;-66,9347245;;ESCUELA;VENEZUELA;;;;;;
384;E.B. Departamento Vargas;10,5096672;-66,9319671;;ESCUELA;VENEZUELA;;;;;;
385;Escuela Diego de Lozada;10,5075838;-66,9292384;;ESCUELA;VENEZUELA;;;;;;
386;U.E. José Gregorio Hernández;10,5089987;-66,929491;;ESCUELA;VENEZUELA;;;;;;
387;Preescolar Nuevo Amanecer;10,5083249;-66,9335228;;ESCUELA;VENEZUELA;;;;;;
388;E.B. Francisco González Guinand;10,510283;-66,9331404;;ESCUELA;VENEZUELA;;;;;;
389;U.E. Colegio Santa Teresa;10,5115454;-66,899938;;ESCUELA;VENEZUELA;;;;;;
390;Colegio Nuestra Señora de Pompei;10,5094187;-66,8699371;;ESCUELA;VENEZUELA;;;;;;
391;U.E. Instituto San Antonio;10,4948668;-66,9259972;;ESCUELA;VENEZUELA;;;;;;
392;S/N;10,5221457;-66,9227659;;ESCUELA;VENEZUELA;;;;;;
393;Escuela Cruz Salmerón Acosta;10,4357568;-66,995804;;ESCUELA;VENEZUELA;;;;;;
394;Escuela Mauro Páez Pumar;10,4298268;-66,9846043;;ESCUELA;VENEZUELA;;;;;;
395;Escuela Roberto Martínez Centeno;10,4283066;-66,98625;;ESCUELA;VENEZUELA;;;;;;
396;S/N;10,5300554;-66,9786635;;ESCUELA;VENEZUELA;;;;;;
397;U.E.D. Caracas;10,5136533;-66,9531579;;ESCUELA;VENEZUELA;;;;;;
398;Colegio La Salle;10,5103107;-66,9125761;;ESCUELA;VENEZUELA;;;;;;
399;U.E.N. Ramón Isidro Montes;10,5081305;-66,9472766;;ESCUELA;VENEZUELA;;;;;;
400;U.E. Fe y Alegría María Rosa Molas;10,508381;-66,9513046;;ESCUELA;VENEZUELA;;;;;;
401;E.P. El Vivero;10,5101713;-66,9658079;;ESCUELA;VENEZUELA;;;;;;
402;U.E. Fe y Alegría Eugenio Andrés Mendoza;10,5043815;-66,9678772;;ESCUELA;VENEZUELA;;;;;;
403;U.E.P. Cristo Redentor;10,5050771;-66,9683479;;ESCUELA;VENEZUELA;;;;;;
404;U.E.P. Guaicaipuro II;10,5192165;-66,958577;;ESCUELA;VENEZUELA;;;;;;
405;U.E.D. Cecilia Núñez Sucre;10,5185957;-66,9631908;;ESCUELA;VENEZUELA;;;;;;
406;U.E.D. Tamanaquito;10,5113012;-66,9683473;;ESCUELA;VENEZUELA;;;;;;
407;U.E.N. Nueva Caracas;10,5134166;-66,9602781;;ESCUELA;VENEZUELA;;;;;;
408;L.B. Juan de Gurruceaga;10,5020942;-66,9661055;;ESCUELA;VENEZUELA;;;;;;
409;E.B.N. San Martín;10,5052274;-66,970546;;ESCUELA;VENEZUELA;;;;;;
410;U.E.D. Luis Antonio Padrino;10,4989942;-66,9633692;;ESCUELA;VENEZUELA;;;;;;
411;U.E.B. Cardenal Quintero;10,5014328;-66,9669679;;ESCUELA;VENEZUELA;;;;;;
412;U.E.P. El Cristo;10,5161376;-66,949102;;ESCUELA;VENEZUELA;;;;;;
413;U.E.C.P. Santiago Mariño;10,5174025;-66,9503364;;ESCUELA;VENEZUELA;;;;;;
414;U.E. Colegio La Santísima Trinidad;10,5180743;-66,9484091;;ESCUELA;VENEZUELA;;;;;;
415;E.B.N. España;10,5149833;-66,9509752;;ESCUELA;VENEZUELA;;;;;;
416;U.E. Colegio Parroquial Santa Teresita;10,5104396;-66,953103;;ESCUELA;VENEZUELA;;;;;;
417;U.E.N.B. Eduardo Rohll;10,513102;-66,9555586;;ESCUELA;VENEZUELA;;;;;;
418;U.E.D. Teresa Carreño;10,5106549;-66,9560316;;ESCUELA;VENEZUELA;;;;;;
419;U.E. Tricolor;10,5095499;-66,9539492;;ESCUELA;VENEZUELA;;;;;;
420;U.E. Colegio La Presentación;10,5041688;-66,9547161;;ESCUELA;VENEZUELA;;;;;;
421;U.E.D. Alejandro Fuenmayor;10,5043897;-66,9540673;;ESCUELA;VENEZUELA;;;;;;
422;U.E.N.B. Baltazar Padrón;10,5000888;-66,9567591;;ESCUELA;VENEZUELA;;;;;;
423;Instituto Cecilio Acosta;10,5032002;-66,9545048;;ESCUELA;VENEZUELA;;;;;;
424;U.E.D. Miranda;10,4964517;-66,9574264;;ESCUELA;VENEZUELA;;;;;;
425;U.E.N.B. Socorro Machado;10,5007007;-66,9522513;;ESCUELA;VENEZUELA;;;;;;
426;U.E. Colegio Parroquial La Sagrada Familia;10,5034866;-66,9568489;;ESCUELA;VENEZUELA;;;;;;
427;U.E.D. José Ángel Lamas;10,5019;-66,9605498;;ESCUELA;VENEZUELA;;;;;;
428;U.E. Colegio Francisco de Miranda;10,5031743;-66,9553302;;ESCUELA;VENEZUELA;;;;;;
429;Colegio El Salvador;10,5048434;-66,9523078;;ESCUELA;VENEZUELA;;;;;;
430;U.E.N. 24 de Julio;10,51254;-66,9472735;;ESCUELA;VENEZUELA;;;;;;
431;Colegio Más Luz;10,4930975;-66,849766;;ESCUELA;VENEZUELA;;;;;;
432;Colegio Cervantes;10,5039359;-66,8802582;;ESCUELA;VENEZUELA;;;;;;
433;Colegio Marbe;10,4407882;-66,8575498;;ESCUELA;VENEZUELA;;;;;;
434;Liceo José Alberto Velandia;10,4392846;-66,8584384;;ESCUELA;VENEZUELA;;;;;;
435;Colegio Formación Integral 12 de Febrero;10,5141726;-66,8933548;;ESCUELA;VENEZUELA;;;;;;
436;EBN José Gonzalo Méndez;10,4756133;-66,8897992;;ESCUELA;VENEZUELA;;;;;;
437;UE Fe Y Alegria 'Padre Joaquin Lopez';10,4822346;-66,7252208;;ESCUELA;VENEZUELA;;;;;;
438;Escuela Básica Miguel Villavicencio;10,4949544;-66,941282;;ESCUELA;VENEZUELA;;;;;;
439;U.E.N.B 'Jesús María Páez';10,5209919;-66,9083805;;ESCUELA;VENEZUELA;;;;;;
440;Colegio Nazaret;10,5202854;-66,9041024;;ESCUELA;VENEZUELA;;;;;;
441;Escuela Municipal Graduada María May;10,4294871;-66,825977;;ESCUELA;VENEZUELA;;;;;;
442;S/N;10,4943327;-66,9247024;;ESCUELA;VENEZUELA;;;;;;
443;S/N;10,4943338;-66,9244867;;ESCUELA;VENEZUELA;;;;;;
444;S/N;10,4945812;-66,9243782;;ESCUELA;VENEZUELA;;;;;;
445;Liceo Caracas;10,4926675;-66,9277223;;ESCUELA;VENEZUELA;;;;;;
446;S/N;10,4935509;-66,9229752;;ESCUELA;VENEZUELA;;;;;;
447;Colegio San Jose de Tarbes;10,4892564;-66,9271904;;ESCUELA;VENEZUELA;;;;;;
448;S/N;10,4887727;-66,9269009;;ESCUELA;VENEZUELA;;;;;;
449;Escuela Básica Josefina Daviot;10,5034662;-66,8984214;;ESCUELA;VENEZUELA;;;;;;
450;Liceo Bolivariano;10,446708;-66,7482417;;ESCUELA;VENEZUELA;;;;;;
451;U.E.N. Juan de Escalona;10,4268341;-66,8235117;;ESCUELA;VENEZUELA;;;;;;
452;Escuela Experimental Venezuela;10,5015967;-66,8992281;;ESCUELA;VENEZUELA;;;;;;
453;Unidad Educativa Nacional 'Agustín Zamora Quintana';10,4963447;-66,9332499;;ESCUELA;VENEZUELA;;;;;;
454;U.E.N. La Negra Hipólita;10,4141498;-66,8167998;;ESCUELA;VENEZUELA;;;;;;
455;U.E. Liceo de Aplicación;10,4732679;-66,9603963;;ESCUELA;VENEZUELA;;;;;;
456;Colegio Humboldt Caracas;10,5122097;-66,8674515;;ESCUELA;VENEZUELA;;;;;;
457;U.E.D. Pérez Bonalde;10,5088854;-66,9463494;;ESCUELA;VENEZUELA;;;;;;
458;E.T.I. Rafael Vegas;10,5075409;-66,96065;;ESCUELA;VENEZUELA;;;;;;
459;E.B.N. José Gervasio Artigas;10,507509;-66,9597371;;ESCUELA;VENEZUELA;;;;;;
460;U.E.N. Andrés Eloy Blanco;10,5065203;-66,9598915;;ESCUELA;VENEZUELA;;;;;;
461;U.E.D. Isaías Medina Angarita;10,5136337;-66,9629795;;ESCUELA;VENEZUELA;;;;;;
462;U.E.N. Antonio José de Sucre;10,5168713;-66,9526963;;ESCUELA;VENEZUELA;;;;;;
463;E.B.N. Eduardo Calcaño;10,5179714;-66,9527034;;ESCUELA;VENEZUELA;;;;;;
464;U.E.N. Pedro Manuel Ruíz;10,5177273;-66,9523114;;ESCUELA;VENEZUELA;;;;;;
465;U.E. Colegio San José de Calasanz;10,5138927;-66,9518554;;ESCUELA;VENEZUELA;;;;;;
466;E.T.I. Julio Calcaño;10,5110732;-66,9544413;;ESCUELA;VENEZUELA;;;;;;
467;U.E.N.B. Sergio Medina;10,5019959;-66,9536112;;ESCUELA;VENEZUELA;;;;;;
468;U.E. Fe y Alegría Virgen Niña;10,4966074;-66,9588265;;ESCUELA;VENEZUELA;;;;;;
469;E.B. Miguel Ángel López Cárdenas;10,4964947;-66,9518993;;ESCUELA;VENEZUELA;;;;;;
470;U.E.N. Almiante Brión;10,5056161;-66,9605709;;ESCUELA;VENEZUELA;;;;;;
471;U.E.N. María Luisa Estrada Montufar;10,505865;-66,9609712;;ESCUELA;VENEZUELA;;;;;;
472;U.E.N. Mariano Picón Salas;10,505452;-66,9589146;;ESCUELA;VENEZUELA;;;;;;
473;Colegio Santo Tomás de Aquino;10,496522;-66,860618;;ESCUELA;VENEZUELA;;;;;;
